latitude,longitude,target_speed,way_maxspeed,speed_osrm,elevation,fwd_azimuth,way_type,way_surface,node:intersection,node:railway,node:crossing,node:highway,node:stop,start_stop,azimuth_diff,elevation_diff
50.544890924688566,15.040611835579234,37.57929535545623,130.0,28.846153846153847,246.9669988195026,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54489824195639,15.040620030976822,37.5817012078784,130.0,28.846153846153847,246.99360710458544,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54490555513791,15.04062823535166,37.58453746833472,130.0,28.872316184818857,247.0,35.57336349398911,motorway,asphalt,,,,,,0,0.0591988697325973,0.0063928954145637
50.54491286702677,15.040636442567166,37.58750984061441,130.0,28.906752076337902,247.0,35.57336349398911,motorway,asphalt,,,,,,0,0.0,0.0
50.54492017891504,15.040644649785207,37.590482212894095,130.0,28.94118796785695,247.0,35.57336349398911,motorway,asphalt,,,,,,0,0.0,0.0
50.544927490802735,15.040652857005789,37.59345458517378,130.0,28.975623859376,247.0,35.57336349398911,motorway,asphalt,,,,,,0,0.0,0.0
50.54493480268984,15.040661064228908,37.596426957453474,130.0,29.01005975089505,247.0,35.57336349398911,motorway,asphalt,,,,,,0,0.0,0.0
50.54494211457634,15.04066927145457,37.59939932973316,130.0,29.04449564241409,247.0,35.57336349398911,motorway,asphalt,,,,,,0,0.0,0.0
50.544949438350194,15.04067745146051,37.602371702012846,130.0,29.07692307692308,247.00187328937497,33.27528094335268,motorway,asphalt,,,,,,0,2.298082550636437,0.0018732893749699
50.54495695405948,15.040685191953663,37.60534407429253,130.0,29.07692307692308,247.03399167148456,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54496446976824,15.040692932449284,37.60831644657222,130.0,29.07692307692308,247.0661100535941,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54497198547647,15.040700672947365,37.611288818851904,130.0,29.07692307692308,247.09822843570373,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54497950118417,15.040708413447897,37.6142611911316,130.0,29.07692307692308,247.1303468178133,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54498701689136,15.040716153950898,37.61723356341128,130.0,29.07692307692308,247.1624651999229,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.544994532598025,15.040723894456354,37.62020593569097,130.0,29.07692307692308,247.1945835820325,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54500204830416,15.040731634964272,37.623178307970655,130.0,29.07692307692308,247.2267019641421,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821096155
50.545009564009774,15.040739375474656,37.62615068025034,130.0,29.07692307692308,247.2588203462517,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54501707971486,15.040747115987497,37.629123052530026,130.0,29.07692307692308,247.29093872836128,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54502459541943,15.0407548565028,37.63209542480972,130.0,29.07692307692308,247.32305711047087,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54503211112346,15.040762597020558,37.635067797089405,130.0,29.07692307692308,247.35517549258049,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54503962682698,15.04077033754078,37.63804016936909,130.0,29.07692307692308,247.38729387469004,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54504714252996,15.040778078063468,37.64101254164878,130.0,29.07692307692308,247.41941225679963,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54505465823244,15.04078581858861,37.64398491392846,130.0,29.07692307692308,247.4515306389092,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54506217393438,15.040793559116215,37.64695728620815,130.0,29.07692307692308,247.4836490210188,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.5450696896358,15.040801299646288,37.64992965848784,130.0,29.07692307692308,247.5157674031284,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.545077205336696,15.040809040178814,37.65290203076753,130.0,29.07692307692308,247.547885785238,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821096155
50.54508472103706,15.0408167807138,37.655874403047214,130.0,29.07692307692308,247.5800041673476,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.545092236736906,15.040824521251242,37.6588467753269,130.0,29.07692307692308,247.6121225494572,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54509975243623,15.040832261791152,37.661819147606586,130.0,29.07692307692308,247.6442409315668,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54510726813503,15.040840002333525,37.66479151988627,130.0,29.07692307692308,247.6763593136764,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.545114783833306,15.040847742878356,37.667763892165965,130.0,29.07692307692308,247.708477695786,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.545122299531045,15.040855483425643,37.67073626444565,130.0,29.07692307692308,247.7405960778956,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54512981522828,15.040863223975393,37.67370863672534,130.0,29.07692307692308,247.77271446000512,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54513733092498,15.04087096452761,37.67668100900502,130.0,29.07692307692308,247.8048328421147,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54514484662116,15.040878705082283,37.67965338128471,130.0,29.07692307692308,247.83695122422432,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821096155
50.545152362316806,15.040886445639416,37.6826257535644,130.0,29.07692307692308,247.8690696063339,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
50.54515987801194,15.040894186199017,37.68559812584409,130.0,29.07692307692308,247.9011879884435,33.27528094335268,motorway,asphalt,,,,,,0,0.0,0.0321183821095871
